,City,Country,Date,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Description
39,Paamiut,GL,2022-07-23 02:45:02,61.994,-49.6678,44.91,85.0,0.0,12.08,clear sky
40,Manasa,IN,2022-07-23 02:45:04,24.4837,75.2687,76.66,89.0,100.0,10.13,overcast clouds
41,Kultuk,RU,2022-07-23 02:45:06,51.7208,103.6956,54.1,98.0,100.0,1.16,overcast clouds
42,Benghazi,LY,2022-07-23 02:45:08,32.1167,20.0667,77.97,71.0,0.0,10.25,clear sky
43,Arkhara,RU,2022-07-23 02:45:10,49.4212,130.0842,74.88,62.0,49.0,5.73,scattered clouds
44,Qaanaaq,GL,2022-07-23 02:46:12,77.484,-69.3632,36.91,98.0,100.0,13.24,light rain
45,Kulunda,RU,2022-07-23 02:46:13,52.566,78.9385,68.13,51.0,94.0,5.12,overcast clouds
46,Chipata,ZM,2022-07-23 02:46:16,-13.6333,32.65,53.85,76.0,21.0,4.79,few clouds
47,Darnah,LY,2022-07-23 02:46:17,32.767,22.6367,76.23,70.0,0.0,10.94,clear sky
48,Envira,BR,2022-07-23 02:46:19,-7.3,-70.2167,71.58,94.0,11.0,2.93,few clouds
49,Linhares,BR,2022-07-23 02:44:17,-19.3911,-40.0722,66.33,94.0,18.0,1.79,few clouds
50,Ciudad guayana,VE,2022-07-23 02:46:24,8.3533,-62.6528,79.52,87.0,73.0,5.35,broken clouds
51,Manavalakurichi,IN,2022-07-23 02:43:20,8.1333,77.3,79.48,80.0,100.0,15.05,overcast clouds
52,Qaqortoq,GL,2022-07-23 02:46:27,60.7167,-46.0333,45.01,85.0,24.0,5.61,few clouds
53,Gat,LY,2022-07-23 02:46:33,31.61,34.7642,75.88,100.0,0.0,1.19,clear sky
54,Lompoc,US,2022-07-23 02:46:34,34.6391,-120.4579,66.34,80.0,100.0,27.0,mist
55,Sakaiminato,JP,2022-07-23 02:46:36,35.55,133.2333,78.78,69.0,75.0,8.05,broken clouds
56,Manono,CD,2022-07-23 02:46:38,-7.3,27.4167,73.18,39.0,6.0,6.82,clear sky
57,Vagur,FO,2022-07-23 02:46:40,61.4732,-6.8119,49.78,84.0,100.0,10.58,overcast clouds
58,Shankargarh,IN,2022-07-23 02:46:42,25.1833,81.6167,88.48,63.0,100.0,16.6,overcast clouds
59,Qasigiannguit,GL,2022-07-23 02:46:44,68.8193,-51.1922,52.05,93.0,100.0,5.82,overcast clouds
60,Hun,LY,2022-07-23 02:46:46,29.1268,15.9477,73.9,49.0,0.0,4.99,clear sky
61,San rafael,AR,2022-07-23 02:46:47,-34.6177,-68.3301,52.05,37.0,17.0,2.13,few clouds
62,Hasaki,JP,2022-07-23 02:46:50,35.7333,140.8333,90.0,73.0,0.0,18.05,clear sky
63,Satao,PT,2022-07-23 02:46:51,40.7418,-7.7329,62.85,60.0,0.0,5.1,clear sky
64,Sisimiut,GL,2022-07-23 02:46:53,66.9395,-53.6735,47.91,81.0,100.0,6.31,overcast clouds
65,Sinjar,IQ,2022-07-23 02:46:55,36.3209,41.8754,82.8,17.0,0.0,1.34,clear sky
66,Mbandaka,CD,2022-07-23 02:46:57,0.0487,18.2603,68.65,98.0,100.0,3.22,overcast clouds
67,Tasiilaq,GL,2022-07-23 02:46:59,65.6145,-37.6368,35.76,80.0,44.0,7.45,scattered clouds
68,Tall kayf,IQ,2022-07-23 02:47:01,37.0833,41.0667,86.34,22.0,0.0,6.33,clear sky
69,Santa fe,AR,2022-07-23 02:47:03,-31.6333,-60.7,61.0,95.0,8.0,5.01,clear sky
70,Jalu,LY,2022-07-23 02:47:05,29.0331,21.5482,74.62,45.0,0.0,9.28,clear sky
71,Kuching,MY,2022-07-23 02:47:06,1.55,110.3333,86.22,74.0,20.0,5.75,few clouds
72,Arman,RU,2022-07-23 02:47:08,59.7,150.1667,80.02,71.0,69.0,6.6,broken clouds
73,Upernavik,GL,2022-07-23 02:47:10,72.7868,-56.1549,42.37,95.0,100.0,10.89,overcast clouds
74,Marzuq,LY,2022-07-23 02:47:12,14.4,46.4667,75.13,63.0,53.0,7.74,broken clouds
75,Santa rosa,AR,2022-07-23 02:47:13,14.3122,121.1114,90.1,77.0,71.0,5.59,light rain
76,Kabompo,ZM,2022-07-23 02:47:15,-13.5927,24.2008,51.96,64.0,73.0,5.1,broken clouds
77,Sassandra,CI,2022-07-23 02:47:17,4.95,-6.0833,73.02,77.0,100.0,6.11,overcast clouds
78,Abadan,IR,2022-07-23 02:47:20,30.3392,48.3043,94.95,15.0,0.0,13.8,clear sky
79,Santiago del estero,AR,2022-07-23 02:47:22,-27.7951,-64.2615,67.39,67.0,66.0,5.93,broken clouds
80,Yeppoon,AU,2022-07-23 02:47:24,-23.1333,150.7333,73.18,62.0,0.0,6.17,clear sky
81,Alasehir,TR,2022-07-23 02:47:26,38.3508,28.5172,66.0,51.0,0.0,2.77,clear sky
82,Mugur-aksy,RU,2022-07-23 02:47:27,50.35,90.5,55.0,49.0,57.0,6.44,broken clouds
83,Misratah,LY,2022-07-23 02:47:29,32.3754,15.0925,78.37,57.0,0.0,5.66,clear sky
84,Aromashevo,RU,2022-07-23 02:47:31,56.8602,68.6375,61.23,83.0,90.0,4.61,overcast clouds
85,Pontes e lacerda,BR,2022-07-23 02:47:33,-15.2261,-59.3353,69.6,48.0,0.0,1.68,clear sky
86,Yulara,AU,2022-07-23 02:47:35,-25.2406,130.9889,74.01,23.0,3.0,7.36,clear sky
87,Nalut,LY,2022-07-23 02:47:37,30.3333,10.85,75.87,31.0,0.0,10.16,clear sky
88,Luziania,BR,2022-07-23 02:47:38,-16.2525,-47.9503,64.09,55.0,0.0,3.89,clear sky
89,Kalengwa,ZM,2022-07-23 02:47:40,-13.4659,25.0027,50.76,70.0,47.0,4.94,scattered clouds
90,Tabou,CI,2022-07-23 02:47:42,4.423,-7.3528,74.12,73.0,100.0,7.0,overcast clouds
91,Khandyga,RU,2022-07-23 02:48:44,62.6667,135.6,68.97,84.0,100.0,3.2,light rain
92,Oranjestad,AW,2022-07-23 02:48:42,12.524,-70.027,82.35,83.0,20.0,16.11,few clouds
93,Kungurtug,RU,2022-07-23 02:48:47,50.5994,97.5228,61.41,72.0,69.0,4.34,broken clouds
94,Sabha,LY,2022-07-23 02:48:49,27.0377,14.4283,76.26,30.0,0.0,9.98,clear sky
95,Trelew,AR,2022-07-23 02:48:51,-43.249,-65.3051,36.18,83.0,100.0,13.04,light rain
96,Khani,RU,2022-07-23 02:48:54,41.9563,42.9566,53.17,88.0,17.0,2.84,few clouds
97,Lahad datu,MY,2022-07-23 02:48:56,5.0268,118.327,85.06,68.0,77.0,4.07,broken clouds
98,Ajaccio,FR,2022-07-23 02:48:12,42.0,8.9167,69.85,83.0,0.0,5.75,clear sky
99,Nicolas bravo,MX,2022-07-23 02:48:59,18.45,-88.9167,75.15,95.0,100.0,3.47,overcast clouds
100,Ushuaia,AR,2022-07-23 02:49:03,-54.8,-68.3,35.26,87.0,75.0,25.32,broken clouds
101,Kaoma,ZM,2022-07-23 02:49:05,-14.7833,24.8,51.24,75.0,10.0,5.82,clear sky
102,Uvira,CD,2022-07-23 02:49:07,-3.4067,29.1458,72.84,62.0,64.0,1.83,broken clouds
103,Apeldoorn,NL,2022-07-23 02:49:08,52.21,5.9694,57.88,94.0,20.0,0.0,few clouds
104,Kapiri mposhi,ZM,2022-07-23 02:49:10,-13.9652,28.6809,51.46,82.0,7.0,4.97,clear sky
105,Kharabali,RU,2022-07-23 02:49:13,47.4196,47.2568,70.88,60.0,35.0,9.06,scattered clouds
106,Temax,MX,2022-07-23 02:49:15,21.15,-88.9333,79.75,74.0,49.0,4.5,scattered clouds
107,Muravlenko,RU,2022-07-23 02:49:17,63.7898,74.523,49.03,80.0,100.0,12.73,overcast clouds
108,Watsa,CD,2022-07-23 02:49:21,3.0372,29.5355,61.99,99.0,34.0,2.3,scattered clouds
109,Shillong,IN,2022-07-23 02:45:11,25.5689,91.8831,72.88,77.0,100.0,4.07,overcast clouds
110,Tripoli,LY,2022-07-23 02:44:49,32.8752,13.1875,76.59,66.0,0.0,8.16,clear sky
111,Guasdualito,VE,2022-07-23 02:49:25,7.2424,-70.7324,76.96,100.0,20.0,0.0,few clouds
112,Lima,US,2022-07-23 02:44:34,-12.0432,-77.0282,57.45,86.0,100.0,6.91,overcast clouds
113,Anlu,CN,2022-07-23 02:49:29,31.1661,112.5831,76.28,83.0,100.0,4.92,overcast clouds
114,Antoniny,UA,2022-07-23 02:49:31,49.8097,26.8771,60.01,76.0,15.0,3.6,few clouds
115,Georgetown,US,2022-07-23 02:45:34,5.4112,100.3354,85.93,85.0,20.0,3.44,few clouds
116,Dennis,US,2022-07-23 02:49:34,41.7354,-70.1939,78.75,81.0,0.0,8.05,clear sky
117,Monteria,CO,2022-07-23 02:49:36,8.748,-75.8814,78.71,89.0,40.0,0.0,scattered clouds
118,Moussoro,TD,2022-07-23 02:49:38,13.6408,16.4901,82.85,61.0,100.0,9.55,overcast clouds
119,Nongan,CN,2022-07-23 02:49:40,44.382,125.1685,79.16,66.0,50.0,5.86,scattered clouds
120,Sabalgarh,IN,2022-07-23 02:49:42,26.25,77.4,83.68,77.0,100.0,3.31,overcast clouds
121,Panshi,CN,2022-07-23 02:49:44,42.9422,126.0561,76.93,75.0,100.0,6.08,overcast clouds
122,Oum hadjer,TD,2022-07-23 02:49:46,13.2954,19.6966,78.44,67.0,59.0,5.93,broken clouds
123,Port jervis,US,2022-07-23 02:49:47,41.3751,-74.6927,74.75,94.0,10.0,3.04,clear sky
124,Panzhihua,CN,2022-07-23 02:49:49,26.5851,101.7128,71.96,93.0,100.0,2.66,overcast clouds
125,Gandai,IN,2022-07-23 02:49:51,21.6667,81.1,77.74,87.0,100.0,2.59,overcast clouds
126,Bekasi,ID,2022-07-23 02:46:43,-6.2349,106.9896,90.03,58.0,12.0,5.88,few clouds
127,Pengcheng,CN,2022-07-23 02:49:55,36.4311,114.17,82.6,56.0,36.0,1.7,scattered clouds
128,Bengkulu,ID,2022-07-23 02:49:57,-3.8004,102.2655,84.45,63.0,25.0,1.32,scattered clouds
129,Stokmarknes,NO,2022-07-23 02:49:58,68.5646,14.9108,51.78,93.0,75.0,16.11,drizzle
130,Albany,US,2022-07-23 02:50:00,42.6001,-73.9662,77.79,82.0,65.0,3.69,broken clouds
131,Baijiantan,CN,2022-07-23 02:50:02,45.6333,85.1833,87.64,27.0,94.0,9.37,overcast clouds
132,Pingliang,CN,2022-07-23 02:50:04,35.5392,106.6861,76.6,50.0,0.0,9.62,clear sky
133,Mopipi,BW,2022-07-23 02:50:06,-21.1833,24.8833,57.24,61.0,47.0,8.59,scattered clouds
134,Rome,US,2022-07-23 02:49:21,34.257,-85.1647,80.56,78.0,0.0,6.91,clear sky
135,Biak,ID,2022-07-23 02:50:10,-0.9131,122.8766,80.29,75.0,44.0,7.78,scattered clouds
136,Balakliya,UA,2022-07-23 02:50:12,49.4627,36.8595,56.28,96.0,42.0,9.48,scattered clouds
137,Povenets,RU,2022-07-23 02:50:14,62.8487,34.8262,64.06,83.0,16.0,3.58,light rain
138,Romans-sur-isere,FR,2022-07-23 02:51:16,45.0464,5.0562,72.37,81.0,38.0,4.79,scattered clouds
139,Dingle,IE,2022-07-23 02:51:18,10.9995,122.6711,86.68,71.0,92.0,4.41,overcast clouds
140,Baiyin,CN,2022-07-23 02:51:20,36.5583,104.2081,76.89,30.0,0.0,5.35,clear sky
141,Mount pleasant,US,2022-07-23 02:51:22,32.7941,-79.8626,80.01,89.0,100.0,18.41,heavy intensity rain
142,Muncie,US,2022-07-23 02:47:03,40.1934,-85.3864,75.65,82.0,0.0,0.0,clear sky
143,Mutis,CO,2022-07-23 02:51:25,6.2262,-77.4044,77.27,89.0,100.0,4.94,light rain
144,Bitung,ID,2022-07-23 02:51:27,1.4451,125.1824,85.05,75.0,20.0,14.38,few clouds
145,Novonikolayevskaya,RU,2022-07-23 02:51:29,45.5892,38.3689,62.98,88.0,10.0,7.16,light rain
146,Shushenskoye,RU,2022-07-23 02:51:31,53.325,91.9356,61.83,81.0,100.0,3.83,overcast clouds
147,Bantou,CN,2022-07-23 02:51:33,26.2151,117.4893,97.11,42.0,6.0,5.1,clear sky
148,Bubaque,GW,2022-07-23 02:51:34,11.2833,-15.8333,78.31,86.0,100.0,16.2,moderate rain
149,Poykovskiy,RU,2022-07-23 02:51:36,61.2333,73.3333,57.49,67.0,75.0,11.18,broken clouds
150,Baoding,CN,2022-07-23 02:51:38,38.8511,115.4903,87.53,41.0,0.0,7.87,clear sky
151,Roquebrune-cap-martin,FR,2022-07-23 02:51:40,43.7641,7.4821,80.56,78.0,100.0,3.65,overcast clouds
152,Medzilaborce,SK,2022-07-23 02:51:42,49.2719,21.9007,65.12,76.0,1.0,1.9,clear sky
153,Canchungo,GW,2022-07-23 02:51:44,12.0672,-16.0333,77.13,95.0,100.0,8.68,moderate rain
154,Mango,TG,2022-07-23 02:51:46,27.9797,-82.3065,81.05,91.0,100.0,4.61,overcast clouds
155,Kanniyakumari,IN,2022-07-23 02:51:48,8.0833,77.5667,79.56,80.0,98.0,19.71,overcast clouds
156,Pandamatenga,BW,2022-07-23 02:51:49,-18.5278,25.627,54.88,75.0,0.0,5.48,clear sky
157,Canton,US,2022-07-23 02:48:34,23.1167,113.25,93.15,43.0,0.0,4.45,clear sky
158,Qianguo,CN,2022-07-23 02:51:53,45.1171,124.8568,81.68,54.0,61.0,8.14,broken clouds
159,Abu samrah,QA,2022-07-23 02:51:55,35.3029,37.1841,72.12,56.0,0.0,7.14,clear sky
160,Boyolangu,ID,2022-07-23 02:51:57,-8.1181,111.8935,79.16,77.0,92.0,9.17,overcast clouds
161,Quebo,GW,2022-07-23 02:51:59,11.3333,-14.9333,73.72,97.0,100.0,2.95,light rain
162,Garhshankar,IN,2022-07-23 02:52:00,31.2167,76.1333,89.96,66.0,86.0,10.42,overcast clouds
163,Khor,QA,2022-07-23 02:52:02,47.8861,134.9464,68.88,80.0,100.0,5.93,overcast clouds
164,Qingdao,CN,2022-07-23 02:52:04,36.0986,120.3719,71.2,100.0,100.0,8.95,mist
165,Sindor,RU,2022-07-23 02:52:06,62.8629,51.8905,64.44,61.0,96.0,6.46,overcast clouds
166,Zaragoza,ES,2022-07-23 02:52:07,41.6561,-0.8773,70.02,67.0,0.0,19.57,clear sky
167,Biskamzha,RU,2022-07-23 02:52:09,53.4497,89.5272,56.71,92.0,100.0,5.1,overcast clouds
168,Nova russas,BR,2022-07-23 02:51:17,-4.7067,-40.5631,74.59,64.0,66.0,2.39,broken clouds
169,Williston,US,2022-07-23 02:52:16,48.147,-103.618,81.34,66.0,2.0,1.99,clear sky
170,Barao de melgaco,BR,2022-07-23 02:52:18,-16.1944,-55.9675,72.41,42.0,5.0,2.35,clear sky
171,Lyubim,RU,2022-07-23 02:52:20,58.3625,40.6843,64.71,76.0,12.0,3.2,few clouds
172,Salina cruz,MX,2022-07-23 02:52:22,16.1667,-95.2,82.2,75.0,67.0,10.04,broken clouds
173,Uvat,RU,2022-07-23 02:52:24,59.1433,68.8953,57.07,71.0,28.0,7.54,scattered clouds
174,Venafro,IT,2022-07-23 02:52:25,41.4834,14.0451,75.85,73.0,0.0,1.97,clear sky
175,Hereford,GB,2022-07-23 02:52:27,52.0568,-2.7148,55.96,92.0,71.0,2.44,broken clouds
176,Novo aripuana,BR,2022-07-23 02:49:44,-5.1206,-60.3797,75.15,79.0,35.0,0.25,scattered clouds
177,Gigmoto,PH,2022-07-23 02:52:32,13.7796,124.39,85.28,73.0,100.0,3.27,overcast clouds
178,Uyemskiy,RU,2022-07-23 02:52:34,64.4743,40.8524,66.25,100.0,40.0,2.24,scattered clouds
179,Macamic,CA,2022-07-23 02:52:36,48.7502,-78.9996,59.85,91.0,45.0,9.89,scattered clouds
180,Strelka,RU,2022-07-23 02:52:38,58.0728,93.0344,69.39,62.0,52.0,7.74,broken clouds
181,Mackenzie,CA,2022-07-23 02:52:39,55.2999,-123.1698,77.22,29.0,0.0,4.61,clear sky
182,Blagoyevo,RU,2022-07-23 02:52:42,63.3667,47.9167,68.11,70.0,75.0,8.66,broken clouds
183,Pacasmayo,PE,2022-07-23 02:52:43,-7.4006,-79.5714,61.41,89.0,8.0,7.23,clear sky
184,Agaro,ET,2022-07-23 02:52:45,7.85,36.65,60.67,98.0,97.0,0.51,light rain
185,Senneterre,CA,2022-07-23 02:53:47,48.3835,-77.2328,62.17,83.0,57.0,8.77,broken clouds
186,Strezhevoy,RU,2022-07-23 02:53:49,60.7333,77.5889,57.15,54.0,100.0,11.14,overcast clouds
187,Aksum,ET,2022-07-23 02:53:51,14.1245,38.7244,59.58,92.0,61.0,3.71,broken clouds
188,Valentin gomez farias,MX,2022-07-23 02:53:53,28.2167,-106.5833,71.2,64.0,84.0,4.7,broken clouds
189,Sept-iles,CA,2022-07-23 02:53:55,50.2001,-66.3821,59.05,98.0,100.0,1.14,fog
190,Bhum,IN,2022-07-23 02:53:57,18.4667,75.6667,72.81,85.0,100.0,11.27,overcast clouds
191,Biu,NG,2022-07-23 02:53:59,10.6129,12.1946,68.25,94.0,100.0,4.34,light rain
192,Bobrov,RU,2022-07-23 02:54:00,51.0961,40.0333,56.93,94.0,95.0,6.78,overcast clouds
193,Sexsmith,CA,2022-07-23 02:54:03,55.35,-118.786,72.75,35.0,75.0,9.22,broken clouds
194,Magdagachi,RU,2022-07-23 02:54:05,53.45,125.8,80.4,40.0,1.0,6.17,clear sky
195,Uzunovo,RU,2022-07-23 02:54:07,54.5386,38.6173,62.65,89.0,11.0,7.07,few clouds
196,Magistralnyy,RU,2022-07-23 02:54:09,56.1725,107.4458,73.78,72.0,71.0,2.64,broken clouds
197,Tatvan,TR,2022-07-23 02:54:11,38.5067,42.2817,62.92,44.0,0.0,1.72,clear sky
198,Gilgit,PK,2022-07-23 02:54:12,35.9221,74.3087,85.6,53.0,8.0,3.8,clear sky
199,Barra do corda,BR,2022-07-23 02:54:14,-5.5,-45.25,78.55,48.0,86.0,2.19,overcast clouds
200,Mago,RU,2022-07-23 02:54:16,53.2514,140.1822,78.01,31.0,91.0,4.56,overcast clouds
201,Kosh-agach,RU,2022-07-23 02:54:18,50.0,88.6667,53.71,65.0,98.0,2.53,overcast clouds
202,Suda,RU,2022-07-23 02:54:20,59.1525,37.5582,57.31,76.0,15.0,4.09,few clouds
203,Olinda,BR,2022-07-23 02:51:39,-8.0089,-34.8553,73.13,88.0,75.0,4.61,broken clouds
204,San buenaventura,MX,2022-07-23 02:54:23,27.0833,-101.5333,91.35,30.0,5.0,20.0,clear sky
205,Bako,ET,2022-07-23 02:54:25,5.7833,36.5667,62.04,68.0,47.0,5.39,scattered clouds
206,Koshurnikovo,RU,2022-07-23 02:54:27,54.1667,93.3,56.52,92.0,100.0,3.13,light rain
207,Bati,ET,2022-07-23 02:54:29,11.1833,40.0167,71.83,56.0,90.0,3.83,overcast clouds
208,Marystown,CA,2022-07-23 02:54:31,47.1666,-55.1483,59.86,100.0,79.0,1.01,broken clouds
209,Brandfort,ZA,2022-07-23 02:54:33,-28.7001,26.4597,44.01,58.0,93.0,5.77,overcast clouds
210,Sioux lookout,CA,2022-07-23 02:54:35,50.1001,-91.917,64.47,72.0,40.0,6.91,scattered clouds
211,Bredasdorp,ZA,2022-07-23 02:54:37,-34.5322,20.0403,53.24,88.0,98.0,7.99,light rain
212,Matagami,CA,2022-07-23 02:54:39,49.7502,-77.6328,66.31,72.0,75.0,17.27,very heavy rain
213,Slave lake,CA,2022-07-23 02:54:40,55.2834,-114.769,66.18,48.0,75.0,5.75,broken clouds
214,Koslan,RU,2022-07-23 02:54:42,63.4564,48.8989,66.56,64.0,89.0,9.01,overcast clouds
215,Pimentel,PE,2022-07-23 02:54:44,-6.8367,-79.9342,62.37,87.0,18.0,9.46,few clouds
216,Sao felix do xingu,BR,2022-07-23 02:54:46,-6.6447,-51.995,71.53,51.0,83.0,1.57,broken clouds
217,Millinocket,US,2022-07-23 02:54:48,45.6573,-68.7098,63.52,70.0,0.0,3.31,clear sky
218,Smithers,CA,2022-07-23 02:54:49,54.7804,-127.1743,75.52,38.0,20.0,10.36,few clouds
219,Gari,RU,2022-07-23 02:54:52,59.4307,62.3497,56.16,63.0,54.0,6.26,broken clouds
220,Pisco,PE,2022-07-23 02:54:54,-13.7,-76.2167,60.85,82.0,40.0,2.3,scattered clouds
221,Malaya purga,RU,2022-07-23 02:54:55,56.5567,53.0043,64.51,78.0,34.0,5.01,scattered clouds
222,Bogorodskoye,RU,2022-07-23 02:54:57,56.55,37.8833,63.14,80.0,72.0,4.29,broken clouds
223,Izhma,RU,2022-07-23 02:54:59,65.0083,53.9113,49.82,86.0,100.0,8.97,light rain
224,Vanavara,RU,2022-07-23 02:55:01,60.34,102.2797,74.03,54.0,100.0,7.99,overcast clouds
225,Mayo,CA,2022-07-23 02:55:03,38.8876,-76.5119,86.13,80.0,100.0,1.01,overcast clouds
226,Platteville,US,2022-07-23 02:55:05,42.7342,-90.4785,75.29,100.0,0.0,6.91,clear sky
227,Hasan abdal,PK,2022-07-23 02:55:07,30.4333,72.7,89.08,64.0,87.0,10.87,overcast clouds
228,Burgersdorp,ZA,2022-07-23 02:55:09,-30.9977,26.3286,51.64,50.0,100.0,5.55,overcast clouds
229,Meadow lake,CA,2022-07-23 02:55:11,34.8014,-106.5436,81.84,37.0,87.0,7.81,overcast clouds
230,Pamanukan,ID,2022-07-23 02:55:13,-6.2842,107.8106,84.76,64.0,23.0,5.7,few clouds
231,Eyl,SO,2022-07-23 02:55:15,7.9803,49.8164,77.5,66.0,6.0,21.65,clear sky
232,Garowe,SO,2022-07-23 02:55:17,8.4054,48.4845,73.2,68.0,5.0,22.32,clear sky
233,Pangody,RU,2022-07-23 02:55:18,65.85,74.4859,52.34,64.0,95.0,4.99,overcast clouds
234,Avarua,CK,2022-07-23 02:55:21,-21.2078,-159.775,77.05,83.0,40.0,12.66,scattered clouds
235,Hargeysa,SO,2022-07-23 02:56:22,9.56,44.065,65.53,66.0,37.0,30.27,scattered clouds
236,Ancud,CL,2022-07-23 02:56:24,-41.8697,-73.8203,41.23,94.0,100.0,14.16,light rain
237,Hobyo,SO,2022-07-23 02:56:26,5.3505,48.5268,75.06,77.0,21.0,20.27,few clouds
238,Honningsvag,NO,2022-07-23 02:56:28,70.9821,25.9704,51.55,82.0,100.0,5.75,light rain
239,Yashan,CN,2022-07-23 02:56:30,22.1975,109.9419,88.83,66.0,3.0,3.98,clear sky
240,Antofagasta,CL,2022-07-23 02:52:20,-23.65,-70.4,56.48,82.0,100.0,3.47,overcast clouds
241,Adrar,DZ,2022-07-23 02:56:33,20.5022,-10.0711,87.89,45.0,76.0,5.19,broken clouds
242,Paranga,RU,2022-07-23 02:56:36,56.7039,49.4047,64.74,81.0,13.0,3.89,few clouds
243,Salekhard,RU,2022-07-23 02:56:38,66.53,66.6019,51.08,69.0,99.0,3.0,overcast clouds
244,Kismayo,SO,2022-07-23 02:56:41,-0.3582,42.5454,75.04,79.0,5.0,16.6,clear sky
245,Bambous virieux,MU,2022-07-23 02:56:43,-20.3428,57.7575,69.22,88.0,40.0,9.22,scattered clouds
